# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.451,265.764,117.429,8.824,117.44,8.862,0.35,1.58e-5,0.35,0.003,1.619,0.823,34,-107,0.999,0.587,6.081e-9,-0.026,-9.441e-7,29.123,6.127,13.942,0.07,1.882,1.651,1.772,0.335,1.635e7,2857.751,42.526,0.465,0.466,0.33,0.044,0.092,0.08,0.15,4.096e-5,0,0,0,0,-0.008,0.001,0.131,0.013,85.351,0.001,6.716,33.434,862.518,351.56,0.05,0.376
1.501,285.382,121.753,8.821,121.77,8.868,0.65,2.258e-5,0.65,0.002,2.045,0.913,34,-107,0.999,0.81,1.21e-8,-0.024,-3.076e-6,29.053,6.057,13.908,0.07,1.877,1.649,1.746,0.347,1.696e7,2855.715,45.838,0.466,0.467,0.33,0.044,0.092,0.112,0.202,-2.885e-4,0,0,0,0,-0.007,0.002,0.131,0.013,84.901,0.002,7.084,33.399,862.159,351.539,0.05,0.38
1.551,305.709,126.075,8.816,126.1,8.873,1.024,3.323e-5,1.024,0.002,2.515,1.005,34,-107,0.999,1.111,-1.433e-8,-0.023,2.865e-6,28.984,5.988,13.873,0.07,1.871,1.647,1.707,0.36,1.756e7,2853.606,49.309,0.467,0.469,0.33,0.044,0.093,0.156,0.272,-2.261e-5,0,0,0,0,-0.005,0.002,0.131,0.013,84.478,0.002,7.208,33.363,861.788,351.517,0.05,0.385
1.601,326.745,130.395,8.809,130.43,8.878,1.478,4.91e-5,1.478,0.002,3.032,1.102,34,-107,0.999,1.548,-2.002e-8,-0.02,4.127e-6,28.915,5.918,13.837,0.07,1.861,1.646,1.647,0.372,1.815e7,2851.506,52.978,0.468,0.471,0.329,0.044,0.094,0.223,0.371,4.644e-4,0,0,0,0,-0.004,0.002,0.131,0.013,84.095,0.003,6.9,33.326,861.404,351.494,0.05,0.389
1.651,348.489,134.711,8.804,134.759,8.883,2.021,7.162e-5,2.021,0.002,3.591,1.179,34,-107,0.999,1.762,1.753e-8,-0.016,-3.807e-6,28.845,5.849,13.802,0.07,1.857,1.644,1.627,0.384,1.875e7,2849.537,56.745,0.468,0.473,0.329,0.045,0.095,0.257,0.421,-3.615e-5,0,0,0,0,-0.003,0.002,0.131,0.013,83.767,0.003,6.941,33.288,861.008,351.471,0.05,0.392
1.701,370.941,139.025,8.798,139.088,8.887,2.658,1.023e-4,2.658,0.002,4.188,1.254,34,-107,0.999,2.087,0,-0.012,1.719e-6,28.776,5.78,13.767,0.07,1.85,1.642,1.59,0.397,1.935e7,2847.614,60.712,0.469,0.475,0.329,0.045,0.096,0.311,0.495,-4.482e-4,0,0,0,0,-0.001,0.002,0.131,0.013,83.509,0.003,6.514,33.248,860.598,351.447,0.05,0.396
1.751,394.101,143.336,8.796,143.417,8.891,3.396,1.425e-4,3.396,0.002,4.814,1.294,34,-107,0.999,2.097,5.354e-9,-0.007,-5.883e-7,28.707,5.711,13.731,0.07,1.851,1.641,1.606,0.409,1.995e7,2845.69,64.661,0.47,0.476,0.328,0.045,0.097,0.313,0.502,3.128e-4,0,0,0,0,-4.153e-4,0.002,0.131,0.013,83.336,0.004,6.633,33.207,860.175,351.422,0.05,0.401
1.801,417.967,147.646,8.793,147.747,8.89,4.238,1.938e-4,4.238,0.003,5.454,1.314,34,-107,0.999,2.057,0,-0.002,3.156e-6,28.638,5.641,13.696,0.07,1.852,1.639,1.63,0.422,2.054e7,2842.795,68.695,0.471,0.476,0.328,0.045,0.097,0.306,0.499,3.134e-4,0,0,0,0,-2.44e-5,0.002,0.131,0.013,83.256,0.004,6.65,33.165,859.739,351.397,0.05,0.404
1.851,442.541,151.952,8.788,152.075,8.885,5.186,2.575e-4,5.186,0.003,6.098,1.309,34,-107,0.999,1.932,0,0.004,4.831e-6,28.569,5.572,13.66,0.07,1.856,1.637,1.668,0.434,2.114e7,2838.701,72.789,0.472,0.477,0.328,0.046,0.098,0.286,0.477,-2.794e-4,0,0,0,0,1.034e-4,0.002,0.131,0.013,83.274,0.004,6.644,33.121,859.291,351.37,0.05,0.407
1.901,467.82,156.257,8.786,156.402,8.878,6.239,3.344e-4,6.239,0.003,6.733,1.277,34,-107,0.999,1.705,0,0.009,2.669e-6,28.499,5.503,13.624,0.07,1.861,1.636,1.724,0.446,2.174e7,2834.604,76.935,0.472,0.476,0.327,0.046,0.099,0.25,0.43,2.09e-4,0,0,0,0,5.869e-4,0.002,0.131,0.013,83.392,0.005,6.672,33.076,858.829,351.343,0.05,0.41
1.951,493.806,160.561,8.786,160.729,8.869,7.394,4.255e-4,7.394,0.003,7.343,1.211,34,-107,0.999,1.308,2.03e-8,0.014,8.843e-6,28.431,5.435,13.588,0.07,1.871,1.634,1.811,0.459,2.234e7,2829.868,81.127,0.473,0.476,0.327,0.046,0.1,0.188,0.338,5.063e-5,0,0,0,0,0.001,0.002,0.131,0.013,83.603,0.005,6.957,33.03,858.355,351.315,0.05,0.413
2.001,520.497,164.86,8.774,165.05,8.849,8.646,5.319e-4,8.646,0.004,7.921,1.147,34,-107,0.999,1.126,1.753e-8,0.018,9.181e-6,28.362,5.366,13.553,0.069,1.876,1.632,1.862,0.471,2.292e7,2822.362,85.52,0.474,0.476,0.326,0.046,0.101,0.16,0.296,-4.661e-4,0,0,0,0,0.002,0.002,0.131,0.013,83.897,0.006,6.438,32.983,857.868,351.287,0.05,0.417
2.051,547.893,169.153,8.767,169.364,8.827,9.99,6.545e-4,9.99,0.004,8.455,1.03,34,-107,0.999,0.532,-7.961e-9,0.022,2.421e-5,28.294,5.297,13.517,0.069,1.891,1.631,1.993,0.484,2.352e7,2814.535,89.981,0.475,0.476,0.326,0.047,0.102,0.073,0.143,-3.959e-4,0,0,0,0,0.003,0.002,0.131,0.013,84.259,0.007,6.975,32.935,857.368,351.257,0.05,0.421
2.101,575.993,173.443,8.757,173.672,8.803,11.416,7.951e-4,11.416,0.004,8.927,0.902,34,-107,0.999,0.093,2.268e-8,-0.022,9.112e-5,28.225,5.229,13.48,0.069,1.904,1.629,2.099,0.496,2.412e7,2806.59,94.747,0.476,0.476,0.326,0.047,0.104,0.012,0.028,-1.287e-4,0,0,0,0,-0.003,0.002,0.131,0.013,84.657,0.008,7.587,32.885,856.855,351.227,0.05,0.424
2.151,604.796,177.721,8.733,177.967,8.77,12.916,9.555e-4,12.916,0.004,9.344,0.803,34,-107,0.999,0.368,1.005e-8,-0.021,2.514e-5,28.157,5.161,13.444,0.069,1.897,1.627,2.063,0.508,2.47e7,2795.979,99.64,0.477,0.477,0.325,0.047,0.105,0.05,0.106,3.798e-4,0,0,0,0,-0.002,0.002,0.131,0.013,85.052,0.009,7.2,32.834,856.329,351.196,0.05,0.427
2.201,634.299,181.986,8.704,182.245,8.731,14.479,0.001,14.479,0.004,9.71,0.696,34,-107,0.999,0.726,-2.963e-8,-0.019,2.054e-5,28.09,5.094,13.408,0.069,1.889,1.626,2.012,0.52,2.529e7,2784.257,104.776,0.478,0.479,0.325,0.048,0.106,0.101,0.206,-2.166e-4,0,0,0,0,-0.002,0.002,0.131,0.013,85.413,0.009,7.224,32.782,855.79,351.165,0.05,0.43
2.251,664.501,186.236,8.672,186.505,8.693,16.098,0.001,16.098,0.005,10.025,0.6,34,-107,0.999,1.036,-1.304e-8,-0.014,9.77e-6,28.022,5.026,13.372,0.069,1.882,1.624,1.974,0.533,2.587e7,2772.536,110.093,0.479,0.481,0.324,0.048,0.107,0.147,0.292,-1.785e-4,0,0,0,0,-9.897e-4,0.002,0.131,0.013,85.712,0.008,7.341,32.728,855.239,351.132,0.05,0.433
2.301,695.398,190.465,8.629,190.744,8.646,17.766,0.002,17.766,0.005,10.304,0.547,34,-107,0.999,1.099,-1.416e-8,-0.009,1.34e-5,27.955,4.959,13.336,0.069,1.882,1.622,1.983,0.545,2.644e7,2758.79,115.337,0.48,0.482,0.324,0.048,0.108,0.157,0.312,2.405e-4,0,0,0,0,-3.533e-4,0.002,0.131,0.013,85.919,0.007,6.967,32.674,854.675,351.099,0.05,0.437
2.351,726.987,194.668,8.574,194.955,8.59,19.478,0.002,19.478,0.005,10.565,0.527,34,-107,0.999,1.045,-1.269e-8,-0.003,1.325e-5,27.888,4.892,13.3,0.069,1.884,1.621,2.013,0.557,2.701e7,2742.348,120.589,0.481,0.483,0.324,0.049,0.109,0.149,0.3,-4.458e-4,0,0,0,0,-3.637e-5,0.002,0.131,0.013,86.022,0.005,6.544,32.618,854.098,351.065,0.05,0.441
2.401,759.264,198.844,8.518,199.138,8.533,21.232,0.002,21.232,0.005,10.815,0.504,34,-107,0.999,1.14,0,0.004,1.591e-5,27.822,4.826,13.264,0.069,1.883,1.619,2.016,0.569,2.758e7,2725.894,126.157,0.482,0.484,0.323,0.049,0.11,0.164,0.331,2.892e-4,0,0,0,0,5.31e-5,0.002,0.131,0.013,86.017,0.003,7.019,32.561,853.509,351.031,0.05,0.445
2.451,792.222,202.99,8.456,203.292,8.474,23.026,0.002,23.026,0.006,11.069,0.543,34,-107,0.999,0.937,-1.936e-8,0.01,6.687e-6,27.756,4.76,13.228,0.069,1.889,1.617,2.074,0.581,2.815e7,2709.109,131.51,0.484,0.485,0.323,0.049,0.112,0.133,0.276,-3.916e-4,0,0,0,0,4.008e-4,0.003,0.131,0.013,85.894,0.002,6.844,32.502,852.907,350.995,0.05,0.449
2.501,825.859,207.103,8.386,207.414,8.409,24.865,0.003,24.865,0.006,11.35,0.612,34,-107,0.999,0.66,1.758e-8,0.015,1.386e-5,27.691,4.695,13.193,0.069,1.897,1.616,2.148,0.592,2.87e7,2690.779,136.935,0.485,0.485,0.322,0.05,0.113,0.093,0.198,4.579e-4,0,0,0,0,8.977e-4,0.003,0.131,0.013,85.665,5.885e-4,6.743,32.443,852.293,350.959,0.05,0.451
2.551,860.167,211.181,8.312,211.503,8.343,26.752,0.003,26.752,0.006,11.673,0.713,34,-107,0.999,0.266,2.712e-8,0.018,2.76e-5,27.626,4.63,13.157,0.069,1.908,1.614,2.247,0.604,2.925e7,2672.253,142.438,0.486,0.486,0.322,0.05,0.114,0.037,0.081,-3.677e-4,0,0,0,0,0.001,0.003,0.131,0.013,85.36,8.181e-4,6.441,32.382,851.667,350.922,0.05,0.454
2.601,895.141,215.221,8.236,215.558,8.276,28.697,0.003,28.697,0.006,12.047,0.814,34,-107,0.999,0.082,2.56e-8,-0.019,5.521e-5,27.561,4.565,13.121,0.068,1.914,1.612,2.307,0.616,2.98e7,2653.728,148.173,0.487,0.487,0.321,0.05,0.115,0.011,0.027,4.011e-4,0,0,0,0,-0.001,0.003,0.131,0.013,85.021,0.002,6.378,32.32,851.029,350.885,0.05,0.457
2.651,930.774,219.223,8.157,219.577,8.208,30.707,0.003,30.707,0.006,12.47,0.916,34,-107,0.999,0.424,-3.535e-8,-0.017,2.052e-5,27.497,4.501,13.086,0.068,1.906,1.611,2.259,0.627,3.034e7,2635.234,154.087,0.488,0.488,0.321,0.051,0.117,0.059,0.134,-4.069e-4,0,0,0,0,-0.001,0.003,0.131,0.013,84.694,0.003,6.238,32.257,850.378,350.847,0.05,0.46
2.701,967.061,223.187,8.08,223.561,8.139,32.791,0.004,32.791,0.006,12.935,0.98,34,-107,0.999,0.564,-1.69e-8,-0.013,1.914e-5,27.433,4.437,13.05,0.068,1.904,1.609,2.254,0.639,3.088e7,2616.754,160.135,0.489,0.49,0.32,0.051,0.118,0.079,0.179,2.817e-4,0,0,0,0,-5.577e-4,0.003,0.131,0.013,84.425,0.005,6.623,32.193,849.716,350.808,0.05,0.464
2.751,1003.995,227.113,8.005,227.51,8.07,34.952,0.004,34.952,0.006,13.426,1.025,34,-107,0.998,0.668,-2.252e-8,-0.008,2.154e-5,27.37,4.374,13.015,0.068,1.903,1.607,2.256,0.65,3.142e7,2598.275,166.229,0.49,0.491,0.32,0.052,0.119,0.095,0.214,4.659e-4,0,0,0,0,-1.868e-4,0.003,0.131,0.013,84.241,0.008,6.795,32.128,849.042,350.768,0.05,0.484
2.801,1041.571,231.003,7.932,231.423,7.997,37.196,0.004,37.196,0.007,13.929,1.024,34,-107,0.998,0.611,-2.015e-8,-0.002,2.015e-5,27.307,4.311,12.98,0.068,1.905,1.606,2.289,0.661,3.195e7,2579.326,172.302,0.492,0.492,0.319,0.052,0.12,0.086,0.198,3.922e-4,0,0,0,0,-1.042e-5,0.003,0.131,0.013,84.158,0.01,7.215,32.039,848.15,350.715,0.05,0.488
2.851,1079.781,234.856,7.856,235.299,7.922,39.522,0.005,39.522,0.007,14.428,1.015,34,-107,0.998,0.6,-5.794e-9,0.004,1.203e-5,27.245,4.249,12.945,0.068,1.907,1.604,2.314,0.673,3.246e7,2559.657,178.354,0.493,0.493,0.319,0.052,0.122,0.085,0.196,4.111e-4,0,0,0,0,4.645e-5,0.003,0.131,0.013,84.178,0.012,7.029,31.931,847.066,350.649,0.05,0.49
2.901,1118.62,238.672,7.785,239.138,7.845,41.929,0.005,41.929,0.007,14.915,0.97,34,-107,0.998,0.488,-1.289e-8,0.009,5.149e-7,27.183,4.187,12.909,0.068,1.911,1.603,2.359,0.684,3.296e7,2539.979,184.405,0.494,0.494,0.318,0.053,0.123,0.069,0.162,-4.867e-4,0,0,0,0,2.556e-4,0.003,0.131,0.013,84.3,0.011,6.858,31.82,845.965,350.582,0.05,0.493
2.951,1158.083,242.455,7.717,242.942,7.768,44.413,0.005,44.413,0.007,15.368,0.882,34,-107,0.998,0.229,-2.665e-8,0.013,1.434e-6,27.122,4.126,12.875,0.068,1.919,1.601,2.434,0.695,3.347e7,2520.611,190.513,0.495,0.495,0.318,0.053,0.124,0.032,0.077,-6.002e-5,0,0,0,0,4.822e-4,0.003,0.131,0.013,84.505,0.01,6.99,31.708,844.845,350.514,0.05,0.496
3.001,1198.163,246.208,7.656,246.713,7.696,46.968,0.006,46.968,0.007,15.775,0.784,34,-107,0.998,0.041,-3.251e-8,-0.014,4.211e-5,27.061,4.065,12.84,0.068,1.926,1.599,2.496,0.706,3.396e7,2502.925,196.739,0.497,0.497,0.317,0.053,0.126,0.006,0.014,-4.886e-4,0,0,0,0,-5.434e-4,0.003,0.131,0.013,84.753,0.007,7.029,31.594,843.708,350.445,0.05,0.5
3.051,1238.857,249.931,7.594,250.451,7.624,49.586,0.006,49.586,0.007,16.13,0.676,34,-107,0.998,0.344,0,-0.012,4.674e-6,27,4.004,12.805,0.068,1.919,1.598,2.457,0.716,3.446e7,2485.491,203.161,0.498,0.498,0.317,0.054,0.127,0.048,0.119,-4.311e-4,0,0,0,0,-3.695e-4,0.003,0.131,0.013,84.99,0.002,7.319,31.478,842.554,350.375,0.05,0.504
3.101,1280.159,253.623,7.528,254.155,7.554,52.258,0.007,52.258,0.007,16.445,0.622,34,-107,0.998,0.43,6.772e-9,-0.007,-1.029e-6,26.94,3.944,12.77,0.068,1.918,1.596,2.463,0.727,3.494e7,2468.121,209.5,0.499,0.499,0.316,0.054,0.129,0.061,0.15,-3.257e-4,0,0,0,0,-1.324e-4,0.003,0.131,0.013,85.16,-0.003,6.959,31.361,841.382,350.304,0.05,0.506
3.151,1322.064,257.286,7.469,257.831,7.494,54.98,0.007,54.98,0.007,16.746,0.616,34,-107,0.998,0.371,0,-0.002,-1.221e-5,26.881,3.884,12.736,0.068,1.921,1.594,2.498,0.738,3.541e7,2453.748,215.784,0.5,0.5,0.316,0.055,0.13,0.052,0.131,4.614e-4,0,0,0,0,-1.224e-5,0.003,0.131,0.013,85.242,-0.006,6.354,31.242,840.193,350.232,0.05,0.509
3.201,1364.568,260.924,7.415,261.48,7.44,57.752,0.008,57.752,0.008,17.044,0.612,34,-107,0.998,0.359,6.006e-9,0.003,1.928e-6,26.821,3.825,12.702,0.068,1.923,1.593,2.524,0.748,3.588e7,2441.013,222.25,0.502,0.502,0.315,0.055,0.131,0.051,0.128,2.848e-4,0,0,0,0,1.619e-5,0.003,0.131,0.013,85.237,-0.006,6.35,31.121,838.987,350.158,0.05,0.511
3.251,1407.667,264.533,7.357,265.102,7.386,60.573,0.008,60.573,0.008,17.353,0.654,34,-107,0.998,0.21,-1.171e-8,0.006,-7.791e-6,26.762,3.766,12.667,0.068,1.928,1.591,2.578,0.759,3.635e7,2428.278,228.673,0.503,0.503,0.315,0.055,0.133,0.03,0.076,-4.412e-4,0,0,0,0,9.806e-5,0.003,0.131,0.013,85.152,-0.001,6.056,30.999,837.765,350.084,0.05,0.514
3.301,1451.347,268.018,7.099,268.6,7.134,63.446,0.008,63.446,0.008,17.679,0.698,34,-107,0.998,0.018,-2.658e-8,0.008,1.215e-4,26.708,3.712,12.636,0.067,1.935,1.59,2.64,0.769,3.68e7,2363.973,234.991,0.504,0.504,0.314,0.056,0.134,0.002,0.006,-6.682e-5,0,0,0,0,1.488e-4,0.003,0.131,0.013,85.017,0.004,5.755,30.874,836.526,350.009,0.05,0.517
3.351,1495.575,271.206,6.495,271.803,6.533,66.373,0.009,66.373,0.008,18.011,0.703,34,-107,0.998,0.136,-1.358e-8,-0.007,1.124e-5,26.656,3.66,12.605,0.067,1.933,1.588,2.637,0.778,3.721e7,2208.522,240.91,0.505,0.505,0.314,0.056,0.135,0.019,0.051,-3.013e-4,0,0,0,0,-1.143e-4,0.003,0.131,0.013,84.878,0.009,5.631,30.749,835.271,349.933,0.05,0.519
3.401,1540.301,274.094,5.886,274.707,5.926,69.354,0.009,69.354,0.008,18.339,0.683,34,-107,0.998,0.215,1.634e-8,-0.004,-9.437e-6,26.603,3.607,12.574,0.067,1.932,1.587,2.641,0.786,3.758e7,2051.336,246.362,0.506,0.506,0.313,0.057,0.136,0.03,0.08,6.745e-5,0,0,0,0,-4.337e-5,0.003,0.131,0.013,84.774,0.013,5.681,30.622,834.002,349.856,0.05,0.522
3.451,1585.473,276.644,5.195,277.272,5.234,72.387,0.01,72.387,0.008,18.648,0.636,34,-107,0.998,0.251,7.349e-9,-7.247e-4,-1.102e-5,26.561,3.564,12.549,0.067,1.932,1.586,2.651,0.794,3.79e7,1872.945,251.184,0.507,0.507,0.313,0.057,0.138,0.036,0.094,2.226e-4,0,0,0,0,-1.157e-6,0.003,0.131,0.013,84.728,0.015,5.645,30.493,832.721,349.778,0.05,0.524
3.501,1631.017,278.622,4.031,279.262,4.062,75.467,0.01,75.467,0.008,18.901,0.499,34,-107,0.998,0.146,0,0.002,1.286e-5,26.528,3.532,12.529,0.067,1.936,1.585,2.687,0.8,3.814e7,1569.839,254.925,0.508,0.508,0.313,0.057,0.138,0.021,0.056,2.821e-4,0,0,0,0,1.28e-5,0.003,0.131,0.013,84.747,0.016,6.006,30.364,831.428,349.699,0.05,0.527
3.551,1676.835,279.991,2.791,280.64,2.813,78.583,0.011,78.583,0.008,19.08,0.344,34,-107,0.998,0.009,-1.94e-8,0.004,2.353e-4,26.495,3.499,12.51,0.067,1.941,1.584,2.728,0.804,3.83e7,1246.358,257.469,0.509,0.509,0.312,0.057,0.139,0.001,0.004,-4.292e-4,0,0,0,0,2.863e-5,0.003,0.131,0.013,84.806,0.013,6.34,30.233,830.129,349.62,0.05,0.529
3.601,1722.828,280.755,1.557,281.41,1.573,81.722,0.012,81.722,0.008,19.191,0.223,34,-107,0.998,0.012,-8.325e-9,-0.004,6.094e-5,26.465,3.469,12.492,0.067,1.941,1.583,2.737,0.806,3.838e7,924.625,258.693,0.509,0.509,0.312,0.057,0.139,0.002,0.005,-1.547e-4,0,0,0,0,-2.932e-5,0.003,0.131,0.013,84.874,0.009,6.057,30.103,828.824,349.541,0.05,0.532
3.651,1768.913,281.109,0.723,281.767,0.73,84.875,0.012,84.875,0.008,19.252,0.104,34,-107,0.998,0.161,-1.212e-8,-0.002,2.978e-5,26.451,3.455,12.484,0.067,1.937,1.583,2.71,0.808,3.84e7,706.535,259.237,0.509,0.509,0.312,0.057,0.139,0.023,0.062,3.664e-4,0,0,0,0,-9.873e-6,0.003,0.131,0.013,84.93,0.003,6.505,29.972,827.517,349.462,0.05,0.534
3.701,1815.031,281.167,0.12,281.827,0.13,88.036,0.013,88.036,0.008,19.276,0.05,34,-107,0.998,0.163,0,4.718e-4,1.731e-6,26.438,3.442,12.476,0.067,1.937,1.582,2.713,0.808,3.838e7,549.157,259.056,0.509,0.509,0.312,0.057,0.14,0.023,0.063,-3.624e-5,0,0,0,0,4.745e-7,0.003,0.131,0.013,84.945,4.396e-4,6.404,29.841,826.208,349.382,0.05,0.537
3.751,1861.135,280.931,-0.482,281.591,0.482,91.197,0.013,91.197,0.008,19.273,0.005,34,-107,0.998,0.169,0,0.003,2.136e-6,26.425,3.429,12.468,0.067,1.937,1.582,2.713,0.808,3.831e7,391.78,258.329,0.509,0.509,0.312,0.057,0.139,0.024,0.065,4.868e-4,0,0,0,0,2.263e-5,0.003,0.131,0.013,84.91,7.429e-4,6.592,29.71,824.9,349.303,0.05,0.539
3.801,1907.181,280.462,-0.954,281.121,0.956,94.357,0.014,94.357,0.009,19.248,0.054,34,-107,0.998,0.195,2.195e-8,0.006,-1.527e-5,26.419,3.423,12.464,0.067,1.936,1.582,2.708,0.807,3.823e7,267.494,257.205,0.509,0.509,0.312,0.057,0.139,0.028,0.074,2.868e-4,0,0,0,0,8.608e-5,0.003,0.131,0.013,84.824,0.004,7.133,29.579,823.594,349.224,0.05,0.541
3.851,1953.141,279.886,-1.172,280.546,1.172,97.512,0.015,97.512,0.009,19.22,0.038,34,-107,0.998,0.067,-2.77e-8,0.008,-3.1e-5,26.414,3.418,12.462,0.067,1.939,1.582,2.734,0.805,3.812e7,210.305,255.737,0.509,0.509,0.312,0.057,0.139,0.009,0.025,-3.756e-4,0,0,0,0,1.529e-4,0.003,0.131,0.013,84.686,0.01,7.13,29.448,822.29,349.144,0.05,0.543
3.901,1998.999,279.209,-1.38,279.868,1.38,100.663,0.015,100.663,0.009,19.198,0.035,34,-107,0.998,0.018,-3.714e-8,-0.009,-1.438e-4,26.409,3.413,12.459,0.067,1.94,1.581,2.744,0.804,3.8e7,155.057,254.159,0.508,0.508,0.312,0.057,0.139,0.002,0.007,1.478e-4,0,0,0,0,-1.7e-4,0.003,0.131,0.013,84.527,0.013,7.457,29.318,820.989,349.065,0.05,0.545
3.951,2044.737,278.436,-1.574,279.096,1.575,103.81,0.016,103.81,0.009,19.178,0.027,34,-107,0.998,0.12,-4.635e-8,-0.008,-4.189e-6,26.406,3.41,12.457,0.067,1.937,1.581,2.72,0.802,3.787e7,103.421,252.386,0.508,0.508,0.312,0.057,0.139,0.017,0.046,-1.652e-4,0,0,0,0,-1.285e-4,0.003,0.131,0.013,84.375,0.015,7.638,29.188,819.692,348.987,0.05,0.547
4.001,2090.345,277.615,-1.67,278.276,1.67,106.955,0.017,106.955,0.009,19.161,0.033,34,-107,0.998,0.14,3.057e-8,-0.006,-4.964e-5,26.405,3.409,12.456,0.067,1.936,1.581,2.714,0.799,3.773e7,76.8,250.573,0.508,0.508,0.313,0.057,0.138,0.02,0.054,4.461e-5,0,0,0,0,-6.997e-5,0.003,0.131,0.013,84.255,0.015,8.078,29.058,818.398,348.908,0.05,0.549
4.051,2135.815,276.756,-1.751,277.418,1.751,110.097,0.017,110.097,0.009,19.153,0.003,34,-107,0.998,0.306,1.218e-8,-0.002,-2.381e-5,26.403,3.407,12.455,0.067,1.931,1.581,2.677,0.797,3.758e7,54.959,248.557,0.508,0.508,0.313,0.057,0.138,0.044,0.117,-4.265e-4,0,0,0,0,-8.297e-6,0.003,0.131,0.013,84.184,0.015,7.519,28.929,817.108,348.83,0.05,0.551
4.101,2181.141,275.858,-1.826,276.522,1.826,113.239,0.018,113.239,0.009,19.15,0.013,34,-107,0.998,0.28,0,0.003,-9.267e-6,26.402,3.406,12.454,0.067,1.932,1.581,2.68,0.795,3.743e7,33.199,246.522,0.507,0.507,0.313,0.057,0.138,0.04,0.107,-1.421e-4,0,0,0,0,1.563e-5,0.003,0.131,0.013,84.192,0.013,7.544,28.8,815.822,348.752,0.05,0.554
4.151,2226.318,274.941,-1.865,275.606,1.865,116.379,0.019,116.379,0.009,19.133,0.053,34,-107,0.998,0.14,1.561e-8,0.006,-2.394e-5,26.402,3.405,12.454,0.067,1.935,1.581,2.707,0.792,3.728e7,20.082,244.464,0.507,0.507,0.313,0.057,0.137,0.02,0.053,-2.787e-4,0,0,0,0,7.703e-5,0.003,0.131,0.013,84.274,0.01,7.767,28.672,814.541,348.674,0.05,0.556
4.201,2271.344,274.015,-1.884,274.681,1.885,119.515,0.02,119.515,0.009,19.105,0.058,34,-107,0.998,0.122,5.613e-9,0.008,-6.713e-5,26.401,3.405,12.454,0.067,1.935,1.581,2.707,0.79,3.711e7,12.793,242.285,0.507,0.507,0.313,0.057,0.137,0.017,0.047,3.076e-4,0,0,0,0,1.452e-4,0.003,0.131,0.013,84.402,0.005,7.164,28.544,813.263,348.596,0.05,0.558
4.251,2316.217,273.081,-1.901,273.746,1.903,122.646,0.02,122.646,0.01,19.067,0.092,34,-107,0.998,0.009,1.99e-8,-0.009,-0.001,26.401,3.405,12.454,0.067,1.938,1.581,2.728,0.787,3.696e7,5.503,240.177,0.506,0.506,0.313,0.057,0.137,0.001,0.004,9.725e-5,0,0,0,0,-1.752e-4,0.003,0.131,0.013,84.558,9.117e-5,7.004,28.416,811.99,348.519,0.05,0.56
# Event BURNOUT occurred at t=4.264 seconds
# Event EJECTION_CHARGE occurred at t=4.264 seconds
4.264,2327.635,272.841,-1.915,273.506,1.918,123.444,0.021,123.444,0.01,19.055,0.103,34,-107,0.998,0.051,0,-0.009,-1.602e-4,26.401,3.405,12.454,0.067,1.937,1.581,2.719,0.786,3.692e7,0.929,239.648,0.506,0.506,0.313,0.057,0.136,0.007,0.019,1.484e-4,0,0,0,0,-1.755e-4,0.003,0.131,0.013,84.599,-5.456e-4,6.988,28.384,811.666,348.499,0.013,0.562
4.283,2344.744,272.481,-1.915,273.146,1.918,124.639,0.021,124.639,0.01,19.034,0.117,34,-107,0.998,0.108,0,-0.008,-8.023e-5,26.401,3.405,12.454,0.067,1.935,1.581,2.706,0.785,3.686e7,0,238.859,0.506,0.506,0.313,0.057,0.136,0.015,0.041,-3.939e-5,0,0,0,0,-1.582e-4,0.003,0.131,0.013,84.658,-0.001,6.964,28.335,811.181,348.47,0.019,0.565
4.312,2370.364,271.944,-1.909,272.607,1.913,126.429,0.021,126.429,0.01,18.999,0.132,34,-107,0.998,0.174,0,-0.007,-5.283e-5,26.401,3.405,12.454,0.067,1.933,1.581,2.69,0.784,3.677e7,0,237.676,0.506,0.506,0.313,0.056,0.136,0.025,0.066,-3.975e-4,0,0,0,0,-1.143e-4,0.003,0.131,0.013,84.738,-7.473e-4,6.882,28.262,810.454,348.426,0.029,0.567
